RecordID,EmployeeID,Date,HoursWorked,Project,Task,Location,Billable,Rate,Cost
430,400,6/5/2024,10,ClientA,region,Onsite,Yes,45,450
431,758,8/25/2024,10,CLIENT A,right,Remote,No,75,750
432,520,12/21/2024,9,clienta,author,Remote,No,30,270
433,55,8/24/2025,6,ClientA,glass,Hybrid,No,45,270
434,502,5/17/2025,10,Internal,just,Onsite,No,60,600
435,469,11/2/2024,6,CLIENT A,hit,Hybrid,Yes,45,270
436,216,5/21/2025,7,Internal,produce,Hybrid,No,75,525
437,467,7/24/2024,10,ClientA,future,Remote,Yes,75,750
438,715,1/9/2025,7,ClientA,prove,Hybrid,No,75,525
439,853,8/27/2024,7,ProjectX,try,Hybrid,Yes,45,315
440,156,2/11/2024,6,clienta,method,Hybrid,No,45,270
441,963,6/20/2025,7,clienta,third,Onsite,Yes,45,315
442,636,10/2/2025,10,Research,current,Remote,Yes,30,300
443,658,5/27/2025,7,ClientA,water,Remote,No,30,210
444,274,6/22/2024,6,Research,particularly,Onsite,Yes,45,270
445,995,10/13/2025,7,CLIENT A,scientist,Hybrid,No,30,210
446,846,4/17/2024,6,CLIENT A,three,Onsite,Yes,60,360
447,735,5/12/2025,6,Internal,perhaps,Hybrid,No,60,360
448,868,12/7/2024,8,CLIENT A,evening,Onsite,No,45,360
449,468,11/29/2023,6,clienta,painting,Onsite,No,45,270
450,73,2/3/2025,10,ProjectX,their,Onsite,No,60,600
451,601,7/10/2025,8,ClientA,situation,Hybrid,Yes,45,360
452,207,4/7/2024,8,Research,around,Hybrid,No,30,240
453,323,8/6/2025,6,Internal,least,Hybrid,No,60,360
454,672,2/17/2024,6,CLIENT A,thank,Onsite,No,60,360
455,377,9/12/2025,8,Research,traditional,Remote,No,30,240
456,857,2/4/2025,10,CLIENT A,pay,Remote,Yes,30,300
457,591,8/20/2024,6,ClientA,capital,Onsite,No,30,180
458,232,2/23/2025,6,clienta,worry,Onsite,No,75,450
459,553,8/20/2024,8,Internal,process,Remote,No,60,480
460,599,2/24/2024,10,CLIENT A,international,Onsite,Yes,75,750
461,837,12/1/2023,10,CLIENT A,couple,Onsite,No,60,600
462,489,3/26/2025,6,ClientA,capital,Onsite,No,75,450
463,296,10/11/2024,8,Research,poor,Hybrid,Yes,30,240
464,315,6/27/2025,8,clienta,subject,Onsite,Yes,60,480
465,208,9/29/2025,9,CLIENT A,present,Remote,Yes,45,405
466,181,2/27/2024,9,Internal,well,Hybrid,No,45,405
467,162,10/22/2025,10,Internal,little,Onsite,No,75,750
468,330,4/29/2025,8,CLIENT A,only,Onsite,No,75,600
469,612,4/19/2024,9,Internal,support,Remote,Yes,60,540
470,254,11/27/2024,10,CLIENT A,nearly,Onsite,No,30,300
471,861,7/10/2025,9,Research,drive,Onsite,Yes,75,675
472,434,3/11/2025,8,clienta,significant,Onsite,Yes,45,360
473,234,8/31/2025,10,Research,movie,Onsite,No,60,600
474,903,10/3/2025,8,ProjectX,somebody,Hybrid,No,45,360
475,951,7/14/2024,9,clienta,visit,Onsite,Yes,75,675
476,28,9/21/2025,7,Internal,series,Hybrid,Yes,60,420
477,644,11/10/2024,9,Research,sing,Hybrid,No,30,270
478,264,9/6/2025,6,Research,couple,Onsite,Yes,45,270
479,509,5/22/2025,6,Internal,protect,Remote,No,60,360
480,653,10/4/2024,10,Internal,reduce,Remote,Yes,60,600
481,528,6/15/2025,9,ProjectX,almost,Onsite,No,75,675
482,758,9/11/2025,7,CLIENT A,scene,Remote,No,30,210
483,570,3/3/2025,9,ClientA,size,Remote,Yes,45,405
484,854,3/12/2024,9,CLIENT A,together,Onsite,No,30,270
485,926,1/17/2025,10,Research,become,Hybrid,No,30,300
486,70,3/19/2025,9,clienta,power,Onsite,No,75,675
487,806,10/21/2024,6,ClientA,mouth,Hybrid,Yes,60,360
488,157,2/21/2025,8,Internal,past,Remote,No,45,360
489,394,2/29/2024,8,clienta,mention,Hybrid,No,75,600
490,993,8/27/2024,8,Research,impact,Remote,No,30,240
491,805,6/15/2025,9,clienta,five,Onsite,Yes,30,270
492,825,6/26/2024,6,CLIENT A,however,Remote,Yes,60,360
493,827,9/4/2025,8,clienta,simple,Onsite,No,75,600
494,150,12/12/2024,9,ClientA,share,Hybrid,No,30,270
495,788,6/3/2024,8,ClientA,network,Remote,Yes,60,480
496,526,2/28/2025,10,CLIENT A,free,Hybrid,Yes,75,750
497,812,2/16/2024,9,ProjectX,and,Remote,No,75,675
498,257,1/16/2025,8,ProjectX,language,Onsite,Yes,30,240
499,32,11/12/2023,7,CLIENT A,oil,Remote,Yes,60,420
500,93,11/22/2024,7,ClientA,talk,Onsite,No,45,315
501,938,10/24/2024,8,ClientA,chair,Onsite,Yes,75,600
502,705,7/14/2025,10,Internal,ask,Onsite,No,30,300
503,279,6/7/2024,8,ClientA,help,Remote,Yes,45,360
504,91,7/20/2024,7,ProjectX,alone,Onsite,No,60,420
505,352,10/14/2024,9,Internal,team,Remote,Yes,30,270
506,54,7/23/2025,7,Internal,wind,Hybrid,Yes,30,210
507,375,2/25/2025,7,ClientA,far,Hybrid,No,75,525
508,678,6/6/2024,8,CLIENT A,about,Hybrid,No,75,600
509,828,7/19/2025,6,CLIENT A,movie,Hybrid,Yes,45,270
510,279,2/13/2025,10,ClientA,table,Onsite,No,75,750
511,492,7/30/2024,6,ClientA,gas,Remote,No,30,180
512,575,10/14/2025,6,CLIENT A,house,Remote,No,75,450
513,261,7/9/2024,10,Internal,school,Hybrid,No,30,300
514,871,4/7/2024,6,CLIENT A,financial,Hybrid,No,30,180
515,482,1/16/2024,8,Internal,why,Onsite,No,60,480
516,28,3/13/2024,9,ClientA,society,Remote,Yes,30,270
517,903,7/31/2025,7,CLIENT A,whose,Hybrid,No,75,525
518,498,6/18/2024,8,clienta,provide,Hybrid,No,60,480
519,744,5/21/2025,8,Internal,he,Hybrid,Yes,45,360
520,76,8/30/2024,8,Research,poor,Onsite,No,45,360
521,125,6/8/2025,8,clienta,couple,Remote,Yes,30,240
522,394,1/10/2024,8,Internal,allow,Onsite,No,30,240
523,382,6/30/2025,10,ClientA,pull,Hybrid,Yes,45,450
524,918,6/16/2024,7,clienta,hold,Remote,Yes,75,525
525,405,1/3/2024,8,clienta,truth,Hybrid,No,75,600
526,233,1/14/2024,8,CLIENT A,work,Remote,Yes,45,360
527,864,9/7/2024,10,CLIENT A,dream,Onsite,No,75,750
528,715,11/27/2023,10,clienta,think,Hybrid,No,30,300
529,837,6/9/2025,7,ClientA,anyone,Remote,No,60,420
530,463,2/16/2024,7,Internal,crime,Remote,Yes,75,525
531,537,5/18/2024,8,CLIENT A,your,Onsite,Yes,60,480
532,713,6/29/2025,6,ProjectX,serious,Hybrid,No,30,180
533,276,6/8/2024,6,Internal,else,Remote,Yes,30,180
534,551,7/13/2024,7,CLIENT A,provide,Remote,No,75,525
535,730,4/4/2025,6,Research,rule,Onsite,No,75,450
536,538,6/15/2024,9,clienta,near,Remote,No,45,405
537,632,2/21/2024,9,Internal,style,Remote,Yes,75,675
538,562,4/5/2024,10,ProjectX,lose,Remote,No,75,750
539,534,8/26/2025,9,ProjectX,article,Hybrid,No,60,540
540,404,2/6/2024,8,Internal,individual,Onsite,Yes,30,240
541,559,4/17/2024,6,Research,could,Hybrid,No,75,450
542,995,2/29/2024,10,CLIENT A,market,Hybrid,No,75,750
543,337,2/11/2024,10,CLIENT A,always,Onsite,Yes,75,750
544,653,7/24/2024,7,clienta,food,Hybrid,Yes,75,525
545,721,6/3/2024,8,ClientA,speech,Remote,No,75,600
546,296,9/20/2025,10,clienta,inside,Remote,No,30,300
547,249,3/18/2025,8,ClientA,environment,Remote,No,45,360
548,119,10/25/2025,10,CLIENT A,relationship,Onsite,No,45,450
549,795,12/21/2024,8,clienta,store,Hybrid,No,30,240
550,577,4/14/2025,7,Internal,store,Hybrid,No,30,210
551,41,11/29/2023,10,ProjectX,level,Onsite,No,45,450
552,588,2/13/2025,7,Internal,near,Onsite,No,75,525
553,211,9/1/2024,9,Internal,participant,Hybrid,Yes,60,540
554,769,4/7/2025,7,CLIENT A,such,Onsite,Yes,60,420
555,705,1/14/2024,9,CLIENT A,indeed,Hybrid,Yes,30,270
556,821,1/5/2025,6,ClientA,military,Onsite,No,60,360
557,524,11/6/2024,10,ClientA,toward,Hybrid,Yes,45,450
558,833,9/22/2025,10,Internal,situation,Remote,Yes,75,750
559,717,6/20/2025,6,ClientA,office,Remote,No,75,450
560,648,7/24/2024,8,CLIENT A,walk,Hybrid,Yes,60,480
561,376,5/16/2024,6,ProjectX,drug,Onsite,No,30,180
562,825,9/29/2025,6,clienta,event,Onsite,No,60,360
563,848,1/22/2025,7,ProjectX,many,Remote,No,45,315
564,925,9/9/2024,7,ProjectX,call,Remote,Yes,30,210
565,154,4/25/2025,8,CLIENT A,contain,Hybrid,Yes,45,360
566,706,3/21/2025,8,Research,cover,Remote,Yes,30,240
567,879,2/19/2025,6,clienta,culture,Onsite,No,75,450
568,89,3/28/2024,9,CLIENT A,prove,Onsite,Yes,45,405
569,813,1/25/2025,7,CLIENT A,bill,Hybrid,Yes,45,315
570,305,7/25/2024,8,clienta,relationship,Hybrid,No,30,240
571,120,1/31/2025,7,clienta,or,Remote,Yes,30,210
572,439,8/28/2025,7,CLIENT A,listen,Hybrid,Yes,75,525
573,210,1/15/2025,7,ProjectX,let,Onsite,No,45,315
574,793,6/6/2024,8,CLIENT A,check,Remote,Yes,45,360
575,12,6/25/2025,7,Research,open,Onsite,Yes,60,420
576,923,8/30/2025,6,ProjectX,door,Remote,No,75,450
577,261,8/12/2024,10,CLIENT A,agency,Remote,No,75,750
578,382,10/19/2024,10,Research,business,Hybrid,Yes,75,750
579,176,2/24/2024,7,CLIENT A,including,Onsite,Yes,60,420
580,769,7/20/2025,9,ClientA,field,Hybrid,No,30,270
581,672,10/20/2025,7,Internal,tonight,Hybrid,Yes,30,210
582,817,1/9/2025,8,Internal,a,Remote,No,75,600
583,785,3/2/2024,7,CLIENT A,government,Hybrid,No,75,525
584,587,6/17/2024,8,Research,audience,Hybrid,Yes,30,240
585,293,5/2/2025,6,Internal,open,Onsite,Yes,30,180
586,94,11/23/2024,9,clienta,big,Hybrid,Yes,30,270
587,576,2/11/2025,7,clienta,sound,Onsite,Yes,60,420
588,137,2/5/2024,8,CLIENT A,forward,Remote,No,30,240
589,618,11/3/2025,6,ProjectX,pay,Remote,No,45,270
590,523,1/2/2024,9,Research,guess,Onsite,Yes,75,675
591,675,4/9/2025,6,CLIENT A,through,Hybrid,No,45,270
592,72,6/29/2024,9,Research,itself,Hybrid,No,75,675
593,112,7/29/2024,10,clienta,source,Onsite,Yes,45,450
594,373,6/5/2025,10,ClientA,management,Hybrid,No,60,600
595,145,11/16/2023,9,ProjectX,court,Onsite,No,60,540
596,9,4/17/2025,7,Research,toward,Hybrid,Yes,75,525
597,312,11/6/2024,8,Internal,player,Remote,No,60,480
598,953,3/15/2025,9,ClientA,now,Remote,No,30,270
599,728,6/19/2025,9,Internal,little,Remote,No,60,540
600,424,12/3/2024,8,clienta,join,Onsite,Yes,60,480
601,181,11/5/2024,6,CLIENT A,wait,Onsite,No,45,270
602,809,10/30/2025,8,CLIENT A,will,Remote,Yes,30,240
603,594,10/31/2024,10,ProjectX,machine,Onsite,Yes,45,450
604,145,12/31/2024,9,Research,miss,Hybrid,Yes,75,675
605,540,10/9/2025,10,ClientA,whatever,Onsite,No,75,750
606,241,6/10/2024,7,ClientA,look,Onsite,No,75,525
607,355,7/11/2024,7,clienta,from,Onsite,No,60,420
608,980,11/16/2024,10,CLIENT A,financial,Onsite,Yes,75,750
609,296,5/16/2024,6,CLIENT A,usually,Hybrid,Yes,75,450
610,570,2/8/2024,6,Internal,report,Hybrid,No,30,180
611,378,10/26/2024,10,Internal,whether,Remote,No,45,450
612,743,11/21/2023,7,clienta,inside,Remote,No,45,315
613,173,1/5/2025,7,Internal,national,Remote,No,60,420
614,155,12/28/2023,9,Internal,without,Hybrid,Yes,45,405
615,934,4/18/2024,7,Internal,other,Onsite,No,45,315
616,66,8/10/2025,8,CLIENT A,size,Onsite,No,60,480
617,853,7/18/2024,8,ClientA,politics,Remote,No,60,480
618,772,4/5/2024,7,ProjectX,ask,Hybrid,No,30,210
619,797,8/10/2024,7,Internal,present,Hybrid,No,60,420
620,302,1/16/2024,10,CLIENT A,mean,Remote,Yes,30,300
621,10,7/30/2025,6,ClientA,full,Onsite,Yes,30,180
622,621,11/3/2024,9,Internal,level,Hybrid,No,60,540
623,733,3/14/2024,6,CLIENT A,staff,Onsite,No,45,270
624,34,12/6/2024,8,Internal,good,Hybrid,Yes,45,360
625,95,3/28/2025,8,ProjectX,social,Remote,Yes,60,480
626,799,1/27/2025,10,Research,hot,Onsite,Yes,30,300
627,608,9/27/2024,6,ClientA,paper,Hybrid,No,75,450
628,208,2/28/2024,6,Internal,picture,Hybrid,No,30,180
629,132,1/15/2024,10,Internal,probably,Hybrid,Yes,60,600
630,813,7/5/2025,9,Research,character,Remote,No,75,675
631,810,1/10/2024,7,Research,offer,Hybrid,Yes,45,315
632,48,3/1/2024,9,clienta,buy,Onsite,Yes,75,675
633,887,11/19/2023,10,ClientA,sound,Onsite,Yes,60,600
634,221,11/29/2024,6,clienta,school,Onsite,No,75,450
635,664,8/5/2025,10,CLIENT A,short,Hybrid,Yes,30,300
636,989,8/2/2024,7,clienta,sure,Onsite,Yes,45,315
637,902,7/11/2024,8,Internal,American,Hybrid,No,75,600
638,966,8/30/2025,6,Research,fly,Remote,No,30,180
639,487,4/28/2024,6,ProjectX,floor,Remote,No,75,450
640,85,3/15/2025,7,Research,need,Remote,No,30,210
641,360,6/22/2024,6,clienta,alone,Remote,No,30,180
642,246,12/31/2023,9,clienta,ahead,Onsite,Yes,45,405
643,809,10/17/2025,8,CLIENT A,left,Onsite,Yes,30,240
644,33,6/18/2024,7,ClientA,both,Hybrid,No,30,210
645,779,7/16/2024,6,Internal,sing,Remote,Yes,60,360
646,586,7/31/2024,6,Internal,certain,Hybrid,No,45,270
647,396,3/3/2025,6,ProjectX,blood,Remote,No,45,270
648,752,10/24/2024,6,ClientA,season,Remote,No,60,360
649,443,2/5/2024,8,Research,walk,Onsite,Yes,45,360
650,435,7/4/2024,6,ClientA,mean,Onsite,No,60,360
651,12,6/26/2024,9,ProjectX,order,Remote,Yes,45,405
652,881,8/25/2024,7,clienta,story,Remote,Yes,30,210
653,919,4/8/2024,8,CLIENT A,opportunity,Hybrid,Yes,60,480
654,912,5/13/2025,8,clienta,present,Remote,Yes,75,600
655,155,7/25/2025,9,ClientA,option,Remote,Yes,30,270
656,143,1/29/2025,10,ProjectX,government,Remote,No,60,600
657,320,3/21/2025,7,ProjectX,center,Onsite,No,45,315
658,597,11/19/2023,7,Research,leader,Remote,Yes,45,315
659,876,7/8/2024,9,ProjectX,gas,Onsite,Yes,60,540
660,605,6/25/2025,8,Internal,police,Onsite,Yes,45,360
661,448,10/12/2025,10,CLIENT A,head,Remote,No,30,300
662,237,10/9/2024,10,Research,foreign,Onsite,No,75,750
663,27,5/21/2024,6,ProjectX,military,Remote,Yes,30,180
664,537,2/27/2024,8,ClientA,job,Hybrid,Yes,45,360
665,48,12/8/2024,7,ClientA,shoulder,Onsite,Yes,60,420
666,767,9/10/2024,9,CLIENT A,town,Onsite,No,75,675
667,11,12/16/2023,7,CLIENT A,move,Hybrid,Yes,30,210
668,781,5/14/2025,9,CLIENT A,economic,Hybrid,Yes,30,270
669,819,3/30/2024,9,Research,design,Remote,Yes,45,405
670,246,6/12/2025,7,CLIENT A,them,Onsite,Yes,60,420
671,940,4/29/2025,6,ClientA,national,Hybrid,Yes,30,180
672,115,10/6/2024,7,Internal,even,Hybrid,Yes,60,420
673,841,3/18/2025,9,Internal,prepare,Onsite,Yes,45,405
674,827,6/3/2024,6,CLIENT A,generation,Hybrid,No,60,360
675,845,12/28/2023,8,Internal,push,Onsite,Yes,75,600
676,449,8/8/2024,8,ProjectX,everybody,Hybrid,Yes,45,360
677,408,5/16/2025,8,ClientA,institution,Hybrid,Yes,75,600
678,594,4/1/2024,9,Research,put,Remote,No,45,405
679,568,7/20/2025,9,ProjectX,security,Hybrid,No,60,540
680,75,6/30/2024,8,CLIENT A,major,Remote,No,75,600
681,969,2/25/2024,7,CLIENT A,example,Remote,No,45,315
682,926,7/30/2025,7,ProjectX,whether,Remote,No,75,525
683,430,11/16/2023,6,Research,clearly,Hybrid,No,45,270
684,339,1/30/2025,7,CLIENT A,interest,Onsite,Yes,30,210
685,932,10/3/2024,9,ProjectX,care,Remote,Yes,30,270
686,508,9/6/2025,6,Research,leg,Onsite,No,30,180
687,70,10/4/2024,6,Research,oil,Onsite,Yes,45,270
688,960,5/16/2025,6,clienta,wind,Remote,No,60,360
689,450,1/31/2025,6,clienta,player,Remote,Yes,60,360
690,365,1/4/2025,9,ProjectX,over,Onsite,No,30,270
691,620,2/18/2025,6,clienta,represent,Hybrid,Yes,60,360
692,320,10/15/2025,8,ClientA,should,Onsite,Yes,45,360
693,614,6/8/2025,8,clienta,throughout,Remote,No,30,240
694,315,7/20/2024,8,ProjectX,service,Remote,Yes,60,480
695,135,3/26/2024,7,clienta,pull,Onsite,No,75,525
696,204,12/15/2024,9,ProjectX,suggest,Onsite,No,30,270
697,108,5/27/2024,7,Research,raise,Remote,No,45,315
698,912,9/8/2025,10,ClientA,Congress,Remote,No,30,300
699,300,9/16/2024,6,clienta,research,Onsite,Yes,30,180
700,699,12/28/2023,9,clienta,care,Remote,Yes,30,270
701,766,8/28/2024,7,Research,forget,Onsite,Yes,60,420
702,961,10/24/2024,6,CLIENT A,could,Remote,No,30,180
703,600,8/25/2024,9,Research,environmental,Hybrid,No,75,675
704,940,2/2/2025,6,ProjectX,book,Hybrid,No,75,450
705,507,3/5/2025,8,CLIENT A,democratic,Remote,No,30,240
706,497,9/5/2024,7,Research,do,Onsite,Yes,45,315
707,74,4/8/2024,7,Research,read,Onsite,No,45,315
708,211,5/26/2024,6,Research,century,Remote,No,30,180
709,89,4/23/2024,9,Research,senior,Remote,No,75,675
710,452,9/19/2024,6,ClientA,media,Onsite,Yes,75,450
711,448,7/28/2024,9,ClientA,admit,Remote,Yes,75,675
712,884,1/5/2025,10,clienta,anyone,Onsite,No,30,300
713,867,12/19/2023,10,CLIENT A,laugh,Remote,Yes,75,750
714,297,8/28/2025,9,Internal,lawyer,Onsite,Yes,60,540
715,340,12/2/2023,7,Research,time,Onsite,No,75,525
716,433,9/13/2025,8,ProjectX,process,Hybrid,No,45,360
717,555,6/30/2025,6,Research,work,Remote,Yes,60,360
718,423,1/17/2025,6,clienta,market,Hybrid,Yes,30,180
719,686,5/21/2024,8,CLIENT A,finally,Hybrid,No,45,360
720,584,7/13/2024,10,ProjectX,thus,Remote,Yes,60,600
721,864,2/4/2025,6,CLIENT A,cold,Remote,Yes,60,360
722,486,2/2/2025,9,ClientA,quite,Onsite,Yes,45,405
723,139,1/28/2024,8,clienta,around,Onsite,No,75,600
724,652,1/16/2025,6,ClientA,people,Remote,No,60,360
725,219,9/1/2025,9,ProjectX,air,Onsite,No,75,675
726,993,5/11/2024,7,clienta,our,Remote,No,45,315
727,153,12/12/2024,7,ClientA,catch,Hybrid,Yes,60,420
728,33,11/7/2024,7,Research,him,Hybrid,No,45,315
729,334,12/30/2024,7,Research,development,Hybrid,Yes,75,525
730,811,5/6/2025,8,Research,evidence,Remote,No,30,240
731,714,8/15/2024,8,Research,agreement,Onsite,Yes,30,240
732,810,12/10/2023,8,ClientA,must,Remote,Yes,30,240
733,21,5/25/2025,10,clienta,forward,Remote,Yes,45,450
734,859,3/21/2025,7,Research,show,Onsite,Yes,75,525
735,82,6/28/2024,10,Research,eye,Hybrid,No,75,750
736,823,4/9/2024,6,Internal,technology,Hybrid,Yes,60,360
737,694,2/21/2024,9,clienta,whether,Hybrid,No,45,405
738,453,8/31/2025,10,CLIENT A,cut,Remote,No,60,600
739,28,11/18/2024,9,clienta,environment,Remote,No,30,270
740,116,2/23/2024,10,Internal,best,Remote,Yes,45,450
741,68,2/23/2024,7,clienta,world,Onsite,Yes,30,210
742,926,12/19/2024,10,Research,never,Remote,Yes,45,450
743,99,11/21/2023,7,CLIENT A,then,Hybrid,No,30,210
744,197,5/30/2024,7,CLIENT A,of,Remote,No,30,210
745,723,10/11/2025,7,Internal,recently,Hybrid,Yes,45,315
746,321,11/18/2024,6,ProjectX,assume,Remote,No,60,360
747,746,4/27/2024,10,Research,floor,Hybrid,No,75,750
748,307,11/6/2024,6,Internal,option,Onsite,Yes,60,360
749,6,3/28/2025,6,clienta,fly,Hybrid,No,30,180
750,499,7/14/2025,7,CLIENT A,popular,Hybrid,Yes,30,210
751,132,5/5/2025,8,clienta,create,Onsite,Yes,75,600
752,95,11/27/2024,8,Internal,much,Hybrid,Yes,45,360
753,144,4/28/2025,10,ClientA,Republican,Remote,No,30,300
754,154,8/25/2025,9,clienta,reveal,Remote,No,75,675
755,334,11/26/2023,7,Internal,sit,Hybrid,No,75,525
756,394,7/7/2024,7,CLIENT A,along,Onsite,No,45,315
757,131,5/19/2024,6,ClientA,source,Onsite,No,45,270
758,449,3/3/2024,10,CLIENT A,against,Onsite,No,60,600
759,763,9/28/2025,10,Research,scientist,Onsite,Yes,60,600
760,175,9/21/2025,10,CLIENT A,act,Onsite,Yes,45,450
761,183,8/30/2025,7,CLIENT A,even,Remote,Yes,30,210
762,258,5/7/2025,7,ProjectX,sport,Hybrid,No,60,420
763,751,7/5/2025,10,CLIENT A,defense,Onsite,No,45,450
764,250,4/12/2024,10,clienta,point,Hybrid,Yes,75,750
765,239,11/16/2023,8,ClientA,approach,Onsite,Yes,45,360
766,506,9/14/2025,9,Research,small,Onsite,Yes,45,405
767,989,8/1/2024,10,ClientA,billion,Remote,No,45,450
768,160,9/19/2024,9,CLIENT A,inside,Remote,Yes,30,270
769,235,7/4/2024,9,clienta,it,Onsite,No,75,675
770,544,7/23/2025,9,CLIENT A,fly,Onsite,Yes,60,540
771,782,3/10/2024,9,CLIENT A,author,Onsite,Yes,30,270
772,881,1/19/2025,7,ProjectX,feeling,Remote,No,45,315
773,809,2/25/2024,9,ClientA,recently,Hybrid,Yes,45,405
774,271,3/15/2025,8,clienta,old,Remote,No,75,600
775,900,9/28/2025,6,clienta,will,Remote,Yes,60,360
776,231,3/24/2025,7,Internal,avoid,Onsite,Yes,45,315
777,771,10/3/2024,7,ClientA,stock,Hybrid,No,30,210
778,394,10/15/2024,7,CLIENT A,baby,Hybrid,No,60,420
779,735,1/13/2025,10,Internal,debate,Hybrid,No,60,600
780,682,12/5/2023,6,clienta,dark,Remote,No,60,360
781,939,5/3/2025,6,ClientA,watch,Hybrid,No,45,270
782,984,11/14/2023,6,ClientA,culture,Onsite,Yes,75,450
783,873,12/2/2023,9,clienta,people,Onsite,Yes,60,540
784,22,10/26/2024,8,ClientA,as,Onsite,No,60,480
785,408,5/15/2024,10,ClientA,cost,Remote,No,30,300
786,89,8/6/2024,6,Internal,site,Remote,Yes,45,270
787,813,12/30/2024,8,ProjectX,remain,Remote,No,60,480
788,625,10/23/2024,9,Research,travel,Onsite,No,30,270
789,518,10/30/2024,6,ProjectX,price,Hybrid,Yes,60,360
790,896,4/27/2024,8,ProjectX,three,Remote,Yes,60,480
791,1,1/20/2025,7,Internal,yourself,Remote,No,60,420
792,55,7/2/2024,8,ClientA,control,Hybrid,Yes,45,360
793,178,8/18/2024,6,clienta,thus,Remote,Yes,45,270
794,774,12/29/2023,10,ProjectX,us,Onsite,No,45,450
795,917,11/16/2024,10,CLIENT A,space,Hybrid,Yes,45,450
796,355,8/3/2025,7,clienta,these,Hybrid,Yes,30,210
797,954,5/4/2024,6,CLIENT A,doctor,Hybrid,Yes,60,360
798,691,4/19/2025,8,Internal,successful,Remote,Yes,75,600
799,408,11/13/2024,9,CLIENT A,middle,Onsite,No,75,675
800,786,11/30/2023,7,ClientA,woman,Onsite,Yes,75,525
801,365,8/18/2024,8,CLIENT A,staff,Hybrid,Yes,45,360
802,503,10/21/2025,9,ClientA,society,Remote,Yes,75,675
803,148,6/16/2024,9,ProjectX,street,Hybrid,Yes,60,540
804,736,8/1/2024,8,clienta,reveal,Remote,Yes,45,360
805,969,7/3/2025,9,clienta,company,Remote,No,30,270
806,249,9/3/2024,7,clienta,enough,Onsite,No,45,315
807,393,11/12/2024,9,ClientA,call,Onsite,Yes,75,675
808,467,2/9/2025,6,Internal,security,Remote,No,30,180
809,787,1/20/2024,8,CLIENT A,floor,Remote,Yes,75,600
810,276,6/20/2024,10,CLIENT A,force,Hybrid,Yes,60,600
811,19,12/24/2023,9,ClientA,former,Hybrid,No,45,405
812,917,4/5/2025,10,ClientA,paper,Hybrid,No,45,450
813,697,7/27/2024,7,Research,prove,Hybrid,Yes,30,210
814,389,5/18/2024,8,Research,pull,Onsite,No,60,480
815,840,12/11/2024,6,ProjectX,around,Hybrid,Yes,60,360
816,454,4/24/2025,9,ProjectX,travel,Hybrid,Yes,45,405
817,957,9/27/2024,7,Internal,response,Hybrid,Yes,60,420
818,543,8/24/2025,9,ClientA,person,Remote,No,30,270
819,841,5/4/2024,8,ProjectX,student,Hybrid,Yes,60,480
820,387,10/26/2025,9,clienta,much,Onsite,Yes,45,405
821,746,2/19/2025,10,Research,hospital,Remote,No,60,600
822,621,2/4/2024,10,Research,available,Onsite,No,75,750
823,116,5/31/2024,7,Internal,lead,Onsite,No,30,210
824,503,3/28/2024,7,Internal,through,Hybrid,No,60,420
825,672,11/22/2023,6,ClientA,teacher,Remote,No,45,270
826,968,1/16/2025,8,ProjectX,eat,Remote,No,60,480
827,561,7/13/2025,7,clienta,benefit,Onsite,Yes,75,525
828,819,5/20/2024,7,Research,just,Hybrid,No,30,210
829,603,3/28/2024,7,ClientA,start,Remote,Yes,30,210
830,458,1/30/2024,10,ProjectX,size,Onsite,Yes,60,600
831,169,4/27/2025,10,Research,material,Remote,No,45,450
832,857,7/10/2024,9,ProjectX,south,Hybrid,Yes,30,270
833,922,10/25/2024,6,ProjectX,make,Hybrid,Yes,45,270
834,107,11/9/2023,9,Research,magazine,Remote,Yes,45,405
835,280,5/16/2024,9,Internal,test,Onsite,No,45,405
836,779,11/7/2024,7,ProjectX,long,Onsite,Yes,60,420
837,428,6/24/2025,10,clienta,add,Remote,No,75,750
838,7,1/31/2024,7,ProjectX,story,Remote,Yes,75,525
839,650,12/24/2023,6,Research,total,Onsite,No,60,360
